write,76
use,63
make,56
get,54
need,43
create,36
draw,31
want,31
read,30
work,30
think,29
go,29
show,28
see,27
give,26
know,25
find,25
try,25
keep,25
start,24
tell,22
take,20
look,19
include,16
help,16
consider,16
publish,14
pay,14
turn,14
come,13
follow,13
ask,13
add,13
let,13
break,13
describe,12
establish,11
call,11
depict,11
speak,11
understand,10
learn,10
send,10
choose,10
say,10
remember,10
check,9
letter,9
tend,9
talk,9
contain,9
seem,9
leave,9
happen,9
focus,9
fit,9
depend,8
change,8
discover,8
involve,7
visualize,7
decide,7
play,7
mention,6
revise,6
share,6
determine,6
lead,6
allow,6
communicate,6
feel,6
become,6
print,6
move,6
love,6
sound,6
fail,6
own,5
represent,5
avoid,5
lay,5
accept,5
affect,5
develop,5
note,5
offer,5
end,5
begin,5
produce,5
slow,5
cover,5
remove,5
indicate,5
mean,5
step,5
introduce,5
put,5
like,5
save,5
serialize,4
watch,4
confuse,4
lengthen,4
set,4
base,4
control,4
plan,4
sell,4
imagine,4
cut,4
vary,4
analyze,4
approach,4
spend,4
adapt,4
collaborate,4
finish,4
lose,4
explore,4
connect,4
detail,4
color,4
worry,4
fight,4
employ,3
earn,3
wait,3
portray,3
denote,3
float,3
elapse,3
omit,3
compress,3
rewrite,3
meet,3
exist,3
whisper,3
handle,3
realize,3
design,3
storyboard,3
appear,3
stand,3
structure,3
notice,3
require,3
suggest,3
bring,3
reach,3
present,3
define,3
contribute,3
face,3
disconnect,3
aim,3
repeat,3
translate,3
combine,3
build,3
drive,3
oppose,3
deserve,3
stick,3
convey,3
draft,3
run,3
figure,3
throw,3
hire,3
hear,3
arrange,2
license,2
hone,2
emphasize,2
border,2
distance,2
distract,2
evoke,2
except,2
ignore,2
converse,2
devote,2
widen,2
seek,2
shoot,2
fall,2
condense,2
wear,2
pitch,2
pick,2
examine,2
estimate,2
accord,2
rain,2
shout,2
achieve,2
interpret,2
finalize,2
ink,2
select,2
insert,2
suspend,2
inspire,2
shape,2
form,2
pass,2
live,2
agree,2
believe,2
perceive,2
improve,2
surprise,2
advance,2
recommend,2
fulfill,2
please,2
demand,2
paint,2
join,2
fund,2
download,2
shrink,2
express,2
juxtapose,2
serve,2
feature,2
alter,2
limit,2
miss,2
discuss,2
place,2
point,2
identify,2
rely,2
matter,2
hold,2
overuse,2
cram,2
demonstrate,2
bear,2
speed,2
replace,2
spell,2
incorporate,2
trust,2
remain,2
provide,2
endorse,2
summarize,2
prefer,2
shine,2
match,2
stack,2
fix,2
occur,2
guess,2
walk,2
divide,2
test,2
label,2
chase,2
flow,2
illustrate,2
fill,2
force,2
reflect,2
pull,2
sketch,2
merge,2
scare,2
swing,2
equate,1
dismiss,1
span,1
concentrate,1
boil,1
jump,1
specialize,1
book,1
branch,1
expect,1
specify,1
sign,1
calculate,1
inset,1
bleed,1
extend,1
bound,1
qualify,1
display,1
mix,1
trail,1
reserve,1
close,1
enclose,1
round,1
experience,1
unify,1
isolate,1
strive,1
bridge,1
sit,1
stage,1
absorb,1
influence,1
word,1
quicken,1
heighten,1
telescope,1
pare,1
buy,1
veer,1
transport,1
uproot,1
blur,1
undergo,1
forgive,1
commit,1
suffer,1
propel,1
accost,1
panic,1
devastate,1
die,1
vow,1
grow,1
train,1
inherit,1
adopt,1
deem,1
glimpse,1
fly,1
don,1
pretend,1
outline,1
spin,1
expand,1
question,1
re-inspire,1
cause,1
reveal,1
care,1
pursue,1
fate,1
answer,1
rise,1
short-shrift,1
adhere,1
win,1
list,1
bud,1
collect,1
polish,1
dictate,1
dabble,1
practice,1
compare,1
depart,1
satisfy,1
stay,1
catch,1
generate,1
script,1
trim,1
settle,1
reformat,1
suit,1
toss,1
challenge,1
alienate,1
strike,1
entertain,1
announce,1
stain,1
reverse,1
rotate,1
waste,1
hate,1
violate,1
result,1
steer,1
wound,1
kiss,1
grab,1
type,1
clash,1
last,1
attach,1
delete,1
assess,1
respect,1
preexist,1
cogitate,1
re-invent,1
acquire,1
reexamine,1
resurrect,1
act,1
react,1
conform,1
fictionalize,1
clue,1
conclude,1
motivate,1
exaggerate,1
apply,1
